what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordNext",1326818519369
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1326818519786
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordNext",1326818520098
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordNext",1326818521450
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordNext",1326818521603
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1326818522675
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326818524520
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326818526120
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1326818527667
closed,editor,dclsuite,1.0.0.201201171054,"dclsuite.editor.DCLEditor",1326818527667
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.close",1326818527674
started,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1326818528132
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326818528189
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326818530582
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1326818532113
opened,editor,dclsuite,1.0.0.201201171054,"dclsuite.editor.DCLEditor",1326818532287
activated,editor,dclsuite,1.0.0.201201171054,"dclsuite.editor.DCLEditor",1326818532311
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326818533388
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326818539105
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326818539856
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326818541872
activated,view,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.views.ProblemView",1326818543814
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326818545859
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326818571058
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.properties",1326818571085
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326818575475
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326818645547
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326818652919
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326818704246
activated,editor,dclsuite,1.0.0.201201171054,"dclsuite.editor.DCLEditor",1326818704805
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326818706973
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326818721036
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326818723779
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326818732269
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1326818733797
closed,editor,dclsuite,1.0.0.201201171054,"dclsuite.editor.DCLEditor",1326818733797
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.close",1326818733806
activated,view,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.views.ProblemView",1326818734672
closed,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1326818734672
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.close",1326818734685
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326818737310
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326818737913
closed,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326818738019
stopped,bundle,org.eclipse.jst.ws.axis.creation.ui,1.0.700.v201104070312,"org.eclipse.jst.ws.axis.creation.ui",1326818738586
stopped,bundle,org.eclipse.jst.ws.axis.consumption.ui,1.0.505.v201004211805,"org.eclipse.jst.ws.axis.consumption.ui",1326818738587
stopped,bundle,org.eclipse.jst.ws.axis.consumption.core,1.0.407.v201104071820,"org.eclipse.jst.ws.axis.consumption.core",1326818738589
stopped,bundle,org.eclipse.jst.ws.axis2.creation.ui,1.0.104.v201004211805,"org.eclipse.jst.ws.axis2.creation.ui",1326818738591
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.ui,1.0.103.v201004211805,"org.eclipse.jst.ws.axis2.consumption.ui",1326818738593
stopped,bundle,org.eclipse.jst.ws.axis2.creation.core,1.0.106.v201004211805,"org.eclipse.jst.ws.axis2.creation.core",1326818738594
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.core,1.0.105.v201004211805,"org.eclipse.jst.ws.axis2.consumption.core",1326818738594
stopped,bundle,org.eclipse.jst.ws.axis2.ui,1.0.303.v201003110431,"org.eclipse.jst.ws.axis2.ui",1326818738594
stopped,bundle,org.eclipse.jst.ws.axis2.core,1.0.204.v201004211805,"org.eclipse.jst.ws.axis2.core",1326818738596
stopped,bundle,org.eclipse.jst.ws.cxf.creation.ui,1.0.100.v201104022153,"org.eclipse.jst.ws.cxf.creation.ui",1326818738598
stopped,bundle,org.eclipse.jst.ws.creation.ui,1.0.609.v201103082016,"org.eclipse.jst.ws.creation.ui",1326818738600
stopped,bundle,org.eclipse.jst.ws.cxf.consumption.ui,1.0.0.v201003222311,"org.eclipse.jst.ws.cxf.consumption.ui",1326818738602
stopped,bundle,org.eclipse.jst.ws.consumption.ui,1.1.400.v201103082016,"org.eclipse.jst.ws.consumption.ui",1326818738603
stopped,bundle,org.eclipse.jst.ws.consumption,1.0.600.v201103082016,"org.eclipse.jst.ws.consumption",1326818738605
stopped,bundle,org.eclipse.jst.ws.cxf.consumption.core,1.0.0.v201003222311,"org.eclipse.jst.ws.cxf.consumption.core",1326818738607
stopped,bundle,org.eclipse.jst.ws.cxf.creation.core,1.0.100.v201104022153,"org.eclipse.jst.ws.cxf.creation.core",1326818738607
stopped,bundle,org.eclipse.jst.ws.cxf.ui,1.0.0.v201004171919,"org.eclipse.jst.ws.cxf.ui",1326818738609
stopped,bundle,org.eclipse.jst.ws.cxf.core,1.0.100.v201104022153,"org.eclipse.jst.ws.cxf.core",1326818738609
stopped,bundle,org.eclipse.jst.ws.uddiregistry,1.0.500.v201004211805,"org.eclipse.jst.ws.uddiregistry",1326818738611
stopped,bundle,org.eclipse.jst.ws.ui,1.0.403.v201004211805,"org.eclipse.jst.ws.ui",1326818738613
stopped,bundle,org.eclipse.jst.ws,1.0.508.v201104071820,"org.eclipse.jst.ws",1326818738613
stopped,bundle,org.eclipse.wst.ws.explorer,1.0.607.v201103082002,"org.eclipse.wst.ws.explorer",1326818738618
stopped,bundle,org.eclipse.wst.wsdl.ui,1.2.402.v201105050214,"org.eclipse.wst.wsdl.ui",1326818738619
stopped,bundle,org.eclipse.wst.ws.ui,1.1.200.v201004211805,"org.eclipse.wst.ws.ui",1326818738621
stopped,bundle,org.eclipse.wst.wsi.ui,1.0.502.v201104071820,"org.eclipse.wst.wsi.ui",1326818738622
stopped,bundle,org.eclipse.wst.wsi,1.0.401.v201104071820,"org.eclipse.wst.wsi",1326818738623
stopped,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1326818738623
stopped,bundle,org.eclipse.jst.j2ee.webservice.ui,1.1.500.v201105122000,"org.eclipse.jst.j2ee.webservice.ui",1326818738623
stopped,bundle,org.eclipse.jst.j2ee.webservice,1.1.400.v201004110600,"org.eclipse.jst.j2ee.webservice",1326818738623
stopped,bundle,org.eclipse.wst.ws.parser,1.0.403.v201004211805,"org.eclipse.wst.ws.parser",1326818738624
